ObservationType,Country,CountryCode,RowID,Continent,Region,Year,HappinessScore,PredictedHappinessScore,CountryRank,P_ControlOfCorruption,P_PoliticalStability,P_RuleOfLaw,P_VoiceAndAccountability,P_GovernmentEffectiveness,P_CorruptionPerceptionIndex,P_ElectoralDemocracyIndex,P_FreedomOfExpression,P_FreedomOfAssociation,P_PopulationPctWithSuffrage,P_CleanElectionsIndex,P_ElectedOfficialsIndex,S_TotalPopulation,S_PopulationAged14OrLess,S_PopulationAged15To64,S_PopulationAged65OrMore,S_NetMigration,S_UrbanPopulation,S_UrbanPopPctOfTotal,S_LaborParticipRateFemale,S_LaborForcePctFemale,S_AccessToCleanFuelsPctOfTotal,S_AccessToCleanFuelsPctOfRural,S_AccessToCleanFuelsPctOfUrban,S_AccessToElectricityPctOfTotal,S_AccessToElectricityPctOfRural,S_AccessToElectricityPctOfUrban,S_CompulsoryEducationYears,S_PrimaryEducationYears,S_SecondaryEducationYears,S_LowerSecEduPctOfTotal,S_UpperSecEduPctOfTotal,E_GDPPerCapitaConstant,E_GDPPerCapitaCurrent,E_GiniIndex,E_PovertyGap215PctOfPop,E_PovertyGap365PctOfPop,E_PovertyGap685PctOfPop,E_PovertyGap215Headcount,E_PovertyGap365Headcount,E_PovertyGap685Headcount,E_LaborTaxPctOfProfits,E_ProfitTaxPctOfProfits,E_TotalTaxPctOfProfits,E_ImportsPctOfGDP,E_ExportsPctOfGDP,E_ConsumerPriceInflation,E_FemaleUnemployment,E_MaleUnemployment,E_TotalUnemployment,E_TotalUnemploymentLocalEst,E_YouthUnemployment,E_YouthUnemploymentLocalEst,E_HealthExpenditurePctOfGDP,E_HealthExpenditurePerCapita,E_EducationExpenditurePctOfGDP,E_MilitaryExpenditurePctOfGDP,V_CO2EmissionsKgPerConstantGDP,V_CO2EmissionsKgPerGDP,V_CO2EmissionsKt,V_CO2PerCapita,V_AgriculturalLandPctOfTotal,V_ArableLandPctOfTotal,V_FertilizerUseKgPerHectare,V_ForestAreaPctOfTotal,V_TotalLandArea,H_TotalSuicideRate,H_FemaleSuicideRate,H_MaleSuicideRate,H_AirPollutionMeanExpPctOfPop,H_AirPollutionOverExpPctOfPop
Historical data,Honduras,HND,Honduras_2015,Americas,Latin America & Caribbean,2015,4.8454365730285645,5.041166535377501,93,-0.58925420045852706,-0.472757905721664,-0.94206964969635,-0.421742618083954,-0.858826220035553,31,0.442,0.669,0.808,1,0.35,1,9294505,3178688,5788894,326922,-6512,5127314,55.165,48.049,36.10900631846,45.8,18.7,72.3,89.98171,79.011525348266,98.897656,12,6,6,29.5300006866455,23.4699993133545,5180.18669368863,4729.15332160905,49.2,4.3,11.1,25.4,13,28.6,53.2,7.8,31.3,40.2,62.097647897982,45.1667574562581,3.15783117980921,8.76,4.535,6.15,6.15,11.09,11.02,7.4837904,353.919758737133,6.41297006607056,1.67127565023158,0.218874294506707,0.239748984836965,10538.2,1.13380970799413,30.1635534900349,9.09822146751274,131.907583497053,57.7695057645902,111890,4,0.8,7.2,26.72226603,99.9988766711252
Historical data,Zambia,ZMB,Zambia_2015,Africa,Sub-Saharan Africa,2015,4.843164443969727,4.666326454957324,94,-0.368301272392273,0.144709780812263,-0.242752283811569,-0.0665439739823341,-0.642433404922485,38,0.459,0.67,0.716,1,0.471,0.975,16248230,7393017,8583354,271859,16283,6809146,41.907,51.786,45.1528551412523,14.1,2.3,30.5,31.1,4.69757116262552,67.7,7,7,5,21.7363204956055,15.9228496551514,3365.37925889417,3352.52488464741,55.9,31.9,47.7,65.5,60.8,78,91,10.4,2,18.6,42.7268910083378,37.1385258014734,10.1105928909618,7.71,8.065,8.28,7.85,17.206,28.68,4.43510246,148.687904963504,4.62433004379272,1.78525420340715,0.0906449890184191,0.0909925433699982,4956.6,0.305054765965277,31.9334400516553,4.97719904760624,57.4215351351351,61.5492540927373,743390,8.7,3.8,13.7,28.26273741,100
Historical data,Pakistan,PAK,Pakistan_2015,Asia,South Asia,2015,4.823194980621338,4.923341849009198,95,-0.834245920181274,-2.47188353538513,-0.776916742324829,-0.722057998180389,-0.709302246570587,30,0.438,0.748,0.736,1,0.335,1,210969298,81067651,121660966,8240680,-2172159,76003799,36.026,25.131,22.5576171069624,41.8,17.1,85.7,90.9774703979492,86.8954117369656,98.2262802124023,12,5,7,37.3312797546387,27.7178897857666,4552.60565396948,4652.60987355253,31.3,0.7,9.2,36.1,5.1,40,83.8,13.2,18.6,32.9,17.05026113955,10.6044113782278,2.52932817254226,6.11,2.818,3.57,3.57,6.676,6.61,2.45764362,114.344569441129,2.6500198841095,2.98538132059023,0.170910081389874,0.16723650252279,164152.3,0.778086202855925,46.9619136571191,39.4354503943545,137.471578947368,5.10144250726443,770880,9,4.5,13.2,66.9297544,100
Historical data,Nepal,NPL,Nepal_2015,Asia,South Asia,2015,4.812436580657959,4.80032390801112,96,-0.603224992752075,-0.997430026531219,-0.692901909351349,-0.415430843830109,-1.13534986972809,27,0.638,0.832,0.858,1,0.669,1,27610325,9216522,16873900,1519903,-221059,5123648,18.557,27.95,35.7234619750144,28.05,15.2,66.9,82.0142288208008,79.0041083327883,95.2250518798828,9,5,7,26.5999507904053,16.5839405059814,3260.03499803884,2931.62049538472,32.8,1.6,10.9,35.7,8.2,40,80.4,11.3,17.6,29.9,36.4511417957795,10.2145885928123,7.86890895590905,2.9,9.696,10.512,3.1,19.656,2.18,5.46615553,160.246888828552,3.29425358772278,1.3681310242704,0.0798372407207843,0.0887809998962546,7186.2,0.260272198896608,28.7478200209278,14.7450296477154,74.1141410796234,41.5907220090687,143350,8.5,2.7,15.4,88.68734566,100
Historical data,Egypt,EGY,Egypt_2015,Africa,Middle East & North Africa,2015,4.762538433074951,4.627509654680887,97,-0.600650787353516,-1.49933218955994,-0.602962195873261,-1.18993127346039,-0.68997585773468,36,0.156,0.165,0.164,1,0.141,0.5,97723799,32715929,60743290,4264580,-79150,41811127,42.785,24.472,24.0753837412421,99.8,99.9,99.8,99.3,99.4495586796496,99.1,12,6,6,44.4307289123535,40.3802604675293,10534.8822044455,10890.2417857169,31.8,0.1,2.3,20,0.9,13.2,64.5,24.1,16.4,44.9,21.6620974671631,13.1838454928598,10.370490343517,24.81,9.354,13.052,13.05,34.188,31.56,5.33657265,581.16567205721606,3.93084812164307,1.72314742829085,0.219797654526215,0.212625435211551,226283.6,2.31554239924709,3.80719985936009,2.87897644281481,569.459171853531,0.0486413179968858,995450,3.3,2.2,4.4,73.13098828,100
Historical data,Iran,IRN,Iran_2015,Asia,Middle East & North Africa,2015,4.749955654144287,4.743807449658711,98,-0.633904039859772,-0.924846887588501,-0.940731823444366,-1.5135885477066,-0.252853631973267,27,0.206,0.305,0.136,1,0.415,0.5,81790841,19195759,57861740,4733342,628310,60000125,73.358,15.345,17.049139387119,96.8,92.4,98.9,99.96,99.8498611225074,100,9,6,6,68.479850769043,46.9528312683105,14010.8582615974,13828.4385744264,39.5,0.1,1.1,6.3,0.7,4.5,22,25.9,17.8,44.1,20.7017541543144,18.7208345068656,12.4846815611533,19.5,9.438,11.17,11.17,25.994,26.23,7.25335979,1003.02647260682,2.62911009788513,2.55709080686915,0.522865337849454,0.529762785514981,599182.7,7.32579213851096,28.2141015250866,9.01728922615978,47.4770681555117,6.56449077826076,1628760,6.3,3.3,9.3,40.89116772,100
Historical data,Palestinian Territories,PSE,Palestinian Territories_2015,Asia,Middle East & North Africa,2015,4.695239067077637,4.681641586303711,99,-0.485357046127319,-2.1540961265564,-0.526341378688812,-0.985828936100006,-0.507560253143311,26,0.258,0.606,0.466,1,0,1,4270092,1734995,2402578,132519,-22904,3218283,75.368,18.928,20.7784821141814,82.47,74.2,87.6,99.9,99.5940240100627,100,10,4,8,60.398998260498,39.0218696594238,6048.97659721444,5954.40078363208,34.4,0.1,0.3,4.1,0.2,1.8,17.6,0,15,15.3,54.7185880736309,16.0623801208096,1.43161145810472,34.32,20.083,23,23,37.115,37.45,6.361212707,668.3504519523126,4.66321992874146,3.2974421659953745,0.3015537334758638,0.2771491001465356,39497.29,4.331503360486948,71.4953156146179,9.51857142857143,182.446275684184,1.6843853820598,6020,9.68,4.26,9.49,35.3216485,100
Historical data,Gabon,GAB,Gabon_2015,Africa,Sub-Saharan Africa,2015,4.661012649536133,4.576044731458029,100,-0.723359048366547,0.0152472918853164,-0.564170300960541,-0.894542098045349,-0.758396923542023,34,0.378,0.819,0.712,1,0.158,1,2028517,743649,1205425,79443,12041,1787489,88.118,41.463,39.8721169584243,86,40.3,92.9,87.3277359008789,18.117072338552,96.6602172851563,10,5,7,46.415114307403556,43.528304040431976,14892.0357902738,14113.8276706617,42.2,1.2,6,21.5,5.5,21,55.1,24.9,20.5,46.8,27.9177729544577,46.0320085043705,-0.338795188753357,28.52,15.297,20.601,20.39,36.177,35.7,2.65743947,375.065674932624,2.82435989379883,1.18502560854907,0.202451291511314,0.213614049237737,6115.8,3.01491187897365,8.35656459812939,1.26130321729344,27.3416307692308,91.5512089106221,257670,9.6,3.1,16,39.73197591,100
Historical data,Bangladesh,BGD,Bangladesh_2015,Asia,South Asia,2015,4.633473873138428,4.628818680604296,101,-0.844025909900665,-1.20977377891541,-0.77043616771698,-0.512037396430969,-0.752515137195587,25,0.284,0.439,0.561,1,0.151,0.93,157830000,47666620,102575958,7587423,-286512,54148316,34.308,34.353,29.5865677245618,18.1,4.6,50.5,74.0024719238281,63.7815958556997,93.5731201171875,5,5,7,40.8408012390137,28.5621795654297,4337.38590209077,4216.71973916456,32.1,3.2,18.3,46.5,18.2,59.3,89.4,0,30.5,34.4,24.7493225204896,17.3366737865485,6.19428022984986,7.41,3.118,4.371,4.43,10.666,9.88,2.72187114,95.8113122398616,1.87225413322449,1.20851710681525,0.106865537399102,0.109923614564447,73156.9,0.46351707533422,72.4763002227856,59.4010908811554,298.966405595274,14.4687716063609,130170,3.4,1.8,5,68.97033719,100
Historical data,Senegal,SEN,Senegal_2015,Africa,Sub-Saharan Africa,2015,4.617000579833984,4.562119351704915,102,0.0312388930469751,-0.120225243270397,-0.158801630139351,0.283083826303482,-0.482573121786118,44,0.713,0.941,0.847,1,0.711,1,14356181,6192789,7711881,451512,-31006,6584032,45.862,35.511,39.248994284948,28.4,5.9,53.3,60.5,38.1357292172345,86.9,11,6,7,10.6741304397583,5.71197986602783,3012.38337401784,3017.35057563407,40.3,14.3,32.2,56.2,41,71,90.9,23.6,18.4,47.3,35.4331431725293,22.6771945016724,0.135211933635241,7.3,6.402,6.76,6.76,8.044,8.05,4.37789631,132.096478562712,5.45637989044189,1.2090991706832,0.214711905987289,0.21435844446543,9285.5,0.64679457579979,48.4495922713343,18.9840544330754,14.218878248974,42.944787825274,192530,6.4,3.3,9.6,65.39361923,100
Historical data,Sri Lanka,LKA,Sri Lanka_2015,Asia,South Asia,2015,4.611606597900391,4.5228672393957785,103,-0.376569151878357,0.0831826627254486,0.0317260250449181,-0.296130180358887,-0.00669880630448461,37,0.556,0.703,0.794,1,0.619,1,21336697,5331526,14087748,1917423,-98598,3895227,18.256,39.212,34.5366779297961,25.9,18,63.9,94.3307495117188,93.160106871884,99.5724792480469,9,5,8,74.0255737304688,56.1040382385254,12207.0907145616,11998.2025086687,38.7,0.4,4.4,22.3,2.6,19.7,61.5,16.9,1.1,55.2,27.0245869884029,19.893383820467,3.76836783062096,7.33,2.982,4.52,4.52,19.261,20.14,3.88992047,441.850525915971,2.10998010635376,2.41701116575955,0.0738730483807043,0.0751591750758438,19240.9,0.901775002944458,44.2699497519913,21.0039907582441,190.095053846154,34.3951658507424,61893,15.1,6.7,24.2,18.97034499,100
Historical data,Albania,ALB,Albania_2015,Europe,Europe & Central Asia,2015,4.6066508293151855,4.6930928123791995,104,-0.544385254383087,0.341639041900635,-0.318997442722321,0.157161772251129,0.0282399524003267,36,0.509,0.729,0.809,1,0.478,1,2880703,523328,1967517,389858,-12240,1654503,57.434,55.422,42.5029216344644,76.1,57.05,90.8,99.98,99.9530141412494,100,9,5,7,87.2148971557617,45.2791481018066,11878.4376020777,11658.8948969978,32.8,0,0.7,6.8,0.1,3.7,26.2,18.8,14.1,36.9,44.5336151883802,27.2673911512668,1.89617402592367,17.12,17.245,17.19,17.19,39.874,39.98,6.48361206,755.452047153836,3.43796992301941,1.16230386432234,0.140188346360672,0.142828161630696,4797,1.66521852478371,42.8576642335766,22.4489051094891,107.831246951715,28.8024635036496,27400,4.8,3.2,6.3,19.54397528,100
Historical data,Mali,MLI,Mali_2015,Africa,Sub-Saharan Africa,2015,4.582098484039307,4.448812350432077,105,-0.704286694526672,-1.6827712059021,-0.751449584960938,-0.197715267539024,-0.959288060665131,35,0.561,0.872,0.809,1,0.481,1,18112907,8715877,8918455,478575,-48947,7243533,39.991,63.252,42.987830259478,0.900000000000001,0.3,2,37.6,7.2780374380346204,83.1,9,6,6,9.94229984283447,7.51278018951416,2060.09854883386,1957.00349503136,33,14.7,35.6,61,48.2,78.7,95.9,34.3,10.1,48.3,39.5959311743242,24.0437085118274,1.45069057605958,8.74,1.407,1.361,7.73,2.158,20,4.11143351,80.461310696404,3.80152010917664,2.36017445199795,0.0896115810880107,0.0943323242021908,3343.8,0.184608688158118,34.4175907030872,5.90563764659602,24.4618900915903,10.896663634352,1220190,4.3,3.2,5.3,65.82960573,100
Historical data,Ethiopia,ETH,Ethiopia_2015,Africa,Sub-Saharan Africa,2015,4.573154926300049,4.471103309869765,106,-0.476131945848465,-1.49694204330444,-0.527424871921539,-1.29822874069214,-0.710914850234985,33,0.229,0.291,0.314,1,0.152,1,102471895,43570927,55867552,3033416,62784,19908240,19.428,76.655,46.0636755254121,4.2,0.4,17.9,29,15.4969466286346,85,8,6,6,12.5116901397705,8.83605003356934,1750.6727312872,1630.87746187943,35,7.6,23.5,51,27,65,90.9,11.3,24.9,36.9,30.2928105475922,9.36331359735926,9.56889955968619,2.94,1.868,2.573,2.25,4.012,3.53,3.82316828,62.3511648788697,5.15336132049561,0.70541465068261,0.0727239778909223,0.0780658804724983,13046.3,0.127315885004371,32.8929601801843,13.9303959212488,28.1125539087844,15.4478441125305,1128539.353,5.5,3.2,7.9,34.42531071,100
Historical data,Mozambique,MOZ,Mozambique_2015,Africa,Sub-Saharan Africa,2015,4.54976749420166,4.587448982636134,107,-0.779341638088226,-0.516435563564301,-0.868800401687622,-0.270693123340607,-0.827747523784637,31,0.448,0.754,0.809,1,0.301,1,26843246,12070045,14081467,691734,30414,9234077,34.4,78.526,51.4435553721181,4,0.3,11.25,24,0.926827836111971,68,7.5,7,5,16.8474197387695,9.44804954528809,1271.96187316893,1300.82894811164,54,29.4,48.4,67.6,64.6,83.1,93.6,4.5,30.8,36.1,62.8305375705609,31.0781713763782,3.55075967356746,3.67,3.162,3.43,3.43,7.231,7.41,6.71663332,87.3719630872157,6.01083421707153,0.840285274150693,0.160448878626441,0.156888310720486,5478.3,0.204084856205542,51.7536051272921,7.18482158752766,4.55812212389381,48.2463948727078,786380,13.9,5.9,22.4,24.01223447,100
Historical data,Iraq,IRQ,Iraq_2015,Asia,Middle East & North Africa,2015,4.493377208709717,4.527540853818259,108,-1.432856798172,-2.25077962875366,-1.56164681911469,-1.1279354095459,-1.20159161090851,16,0.392,0.625,0.651,1,0.35,0.972,37757813,15199560,21389835,1168418,-19490,26400640,69.921,14.905,16.8114728163516,98.1,96.2,99.1,99.4483795166016,98.1746782104768,99.9963073730469,6,6,6,44.131908416748,29.7240600585938,9371.21348719184,9198.73782919347,29.5,0,0.4,5.6,0.1,2.4,24.7,13.5,15,31.5,35.0776221572159,34.5141464410956,1.3933302878031,21.92,8.448,10.729,10.59,21.199,19.99,3.14434433,307.723228439228,3.55150008201599,5.41292532011925,0.376359392125721,0.383416103057816,133169.7,3.52694421151988,21.3508458334869,11.4459329967199,15.5657174481787,1.90036118379833,434128,4.1,2.4,5.8,53.09642572,100
Historical data,Ivory Coast,CIV,Ivory Coast_2015,Africa,Sub-Saharan Africa,2015,4.445038795471191,4.455836290121079,109,-0.462348997592926,-0.835078060626984,-0.651138126850128,-0.407607913017273,-0.746898710727692,32,0.477,0.696,0.748,1,0.457,1,23596741,10292202,12742712,561827,-21498,11667173,49.444,56.156,41.5936305463454,23.1,1.3,45.9,62.6,39.2256888179019,86.5,10,6,7,24.7395801544189,14.1761598587036,4423.82679711425,4579.85145969451,41.5,11.2,27.2,51,33.4,63.2,87.9,23.3,8.8,51.9,25.3596209487969,27.3532437923476,1.25149954781474,5.11,2.259,2.697,4.25,3.477,6.5,3.21990895,147.465866801109,3.49412989616394,1.24392724695093,0.0939352209845415,0.0907350710915814,9805.7,0.415553147784264,69.811320754717,11.0062893081761,41.3071514285714,10.6954402515723,318000,10,3.3,16.6,63.41107876,100
Historical data,Burkina Faso,BFA,Burkina Faso_2015,Africa,Sub-Saharan Africa,2015,4.4189300537109375,4.282705225865047,110,-0.298838138580322,-0.609127342700958,-0.541016101837158,-0.114109590649605,-0.690876185894012,38,0.376,0.872,0.891,1,0.065,1,18718019,8526727,9703705,487587,-19754,5153071,27.53,59.203,45.025365307107,8.2,1,28.2,16.1532001495361,4.74987644223849,58.1647872924805,10,6,7,8.48834991455078,2.80549001693726,1862.85471186197,1657.91610692212,35.3,9.5,30.3,56.6,39.6,74.2,92.9,21.4,16.2,41.3,32.9815357744638,26.1076455357024,0.724838981070599,9.24,4.248,4.344,6.48,7.222,8.7,5.13192415,85.0829892774782,3.67008996009827,1.25078070152992,0.109031101076986,0.122508671900069,3801.8,0.203109100380761,43.8084795321637,20.1973684210526,17.684466159971,23.6345029239766,273600,8,4,11.9,60.27252262,100
Historical data,Kenya,KEN,Kenya_2015,Africa,Sub-Saharan Africa,2015,4.3576178550720215,4.386912600040437,111,-1.03067374229431,-1.24134790897369,-0.506872713565826,-0.146352022886276,-0.393306106328964,25,0.513,0.88,0.83,1,0.36,0.988,46851488,19475582,26203416,1172490,-95981,12021155,25.658,71.784,48.6908918662079,12.1,3.3,30.5,41.6,29.0025850542399,78.1,12,6,6,29.0737495422363,22.0286102294922,4163.92474700255,3763.76368561997,40.8,8.6,23.9,48,29.4,59.6,85.7,1.9,29.8,37.1,25.1986507884515,15.1287339034504,6.58217440250398,9.4,2.595,2.774,9.6,7.338,19.65,4.76439571,179.320605255304,4.74350023269653,1.20316940776845,0.0927298395554128,0.102588819586519,18090.3,0.386120073710359,48.6101837860632,10.1908142109147,38.8848655172414,6.18900446287381,569140,5.5,2.9,8,28.08947284,100
Historical data,Armenia,ARM,Armenia_2015,Asia,Europe & Central Asia,2015,4.3483195304870605,4.408538548628491,112,-0.609267175197601,-0.256798654794693,-0.46325758099556,-0.536284148693085,-0.331129431724548,35,0.35,0.617,0.678,1,0.2,1,2878595,564921,2006933,306741,-27283,1815962,63.085,64.809,50.7123270190662,97.4,94.4,99.5,100,100,100,12,4,8,97.2224578857422,91.8374328613281,11506.0389896756,10132.318975243,32.4,0.2,2.1,14.2,1.1,9.4,46.7,0,19.1,20,41.9566831307241,29.7253912120334,3.73169119261695,19.23,13.474,12.177,18.26,22.125,31.95,10.11762714,1025.15042962654,2.80591011047363,4.23922578573229,0.161328567689991,0.183201179762014,5343.4,1.85625278998956,58.8935721812434,15.6902002107482,145.599955227222,11.5742887249737,28470,6.2,3.7,8.9,37.38765045,100
Historical data,India,IND,India_2015,Asia,South Asia,2015,4.342079162597656,4.309666230599085,113,-0.406170606613159,-0.954773545265198,-0.0699370950460434,0.427884757518768,0.0800218656659126,38,0.542,0.658,0.729,1,0.688,0.996,1322866505,378793176,869459756,74613573,-475094,433595954,32.777,25.083,22.7877882528713,48.55,27.6,82.9,88,83.367932112035,97.5,8,5,7,37.5658302307129,26.8885498046875,5411.87558832588,5412.33623872893,34.7,3.7,19.1,47.3,18.7,60.9,88.9,20.8,23.4,55.5,22.1097247094602,19.8131891564045,4.90697344127254,3.74,7.881,7.915,3.22,23.374,9.87,3.59565997,194.609165898991,4.11499166488647,2.45745006060163,0.301434033459907,0.301408378049215,2158023.2,1.63132348717228,60.4317248477225,52.6078050847743,171.038212936265,23.8222246139668,2973190,12.3,10.8,13.7,88.44512429,100
Historical data,Chad,TCD,Chad_2015,Africa,Sub-Saharan Africa,2015,4.3226752281188965,4.180772439797719,114,-1.38144493103027,-0.973281741142273,-1.21049761772156,-1.33509016036987,-1.4899959564209,22,0.281,0.594,0.443,1,0.101,1,14140274,6837257,7015679,287338,-48918,3183683,22.515,50.669,41.2750181233124,4.2,0.2,17.9,7.7,0.522861590799548,32.4,10,6,7,10.0443897247314,5.10442018508911,1853.25936456204,1816.28818442974,43.3,14.3,29.6,52.5,36.6,64.8,87.9,28.4,31.3,63.5,36.5624034599938,30.0017608897127,4.3771266506566,0.3,1.334,1.072,0.7,1.54,1.327,4.52395248,82.1689360294701,2.3428316116333,2.01882184522788,0.0564211569424743,0.0575696292909017,1478.55,0.104563037463065,39.8959656925032,4.12960609911055,2.44478269230769,3.88341804320203,1259200,6.8,3.5,10,63.96919397,100
Historical data,Uganda,UGA,Uganda_2015,Africa,Sub-Saharan Africa,2015,4.237686634063721,4.170387963692346,115,-1.08107650279999,-0.804575800895691,-0.414675444364548,-0.567804515361786,-0.575034499168396,25,0.318,0.653,0.535,1,0.156,0.965,37477356,18177010,18717893,582453,-62377,8267505,22.06,67.552,48.811199349727,0.900000000000001,0.4,2.3,18.5,9.04652257555165,51.9,7,7,6,24.0258598327637,9.86979961395264,2108.86025767316,2171.23714577409,41,11.3,29.3,53.9,37.5,68.8,89.5,11.3,22.1,33.5,24.811973017235,12.877325314832,5.58968606251724,2.44,2.247,2.749,1.91,4.091,2.6,5.07657671,115.62476172819,2.32152009010315,1.04314802530803,0.0596207935098018,0.0579079637654838,4712.1,0.125731921963759,71.8880909634949,34.4105326152005,1.58690869565217,12.687811689607,200520,4.7,1.7,7.8,43.15615417,100
Historical data,Myanmar,MMR,Myanmar_2015,Asia,East Asia & Pacific,2015,4.223846435546875,4.321567632993062,116,-0.853787243366241,-1.16666913032532,-1.2588711977005,-1.21897649765015,-1.28990435600281,22,0.375,0.565,0.629,1,0.45,0.75,51483949,13693291,34919862,2870797,-94128,15372077,29.858,54.664,39.7654321820651,21.2,8.4,53,60.5,47.6019167020752,90.8,5,5,6,16.5,2.29999995231628,3748.29422207632,4200.87684883421,38.1,1.4,7.9,29.7,6.2,30,72.8,0.2,26.9,33.1,24.483307148352,20.4639212116848,9.45417189525996,0.9,0.678,0.77,0.77,1.595,1.59,5.47780561,230.11619605788,2.2456042766571,4.30136026437039,0.0986335217551263,0.0880072120658277,19034,0.369707459697779,19.5213448582103,16.7406748024744,13.320719960859,45.9246034176517,653080,3.2,1.2,5.3,31.18146951,100
Historical data,Cambodia,KHM,Cambodia_2015,Asia,East Asia & Pacific,2015,4.162164688110352,4.208899592320125,117,-1.15312373638153,0.0633481442928314,-0.996449172496796,-1.12260866165161,-0.743951737880707,21,0.292,0.344,0.487,1,0.295,1,15417523,4762926,10005482,649116,-52272,3420840,22.188,68.261,46.6185514385688,20.8,10,59.9,62.720645904541,53.2793106529743,95.8308486938477,8.7,6,6,12.3361101150513,9.29681015014648,3565.24506707109,3411.57726730719,39,5.54,20.55,42.8,27.93,46.019999999999996,82.04,0.5,19.5,21,66.145643237988807,61.7184237585908,1.22393195511127,0.46,0.329,0.39,0.39,0.773,0.73,6.19431591,211.323869531545,1.7034615278244,1.80162262065368,0.153411355563513,0.160321468869212,8432.6,0.546949078655501,31.9942669385905,22.3296397008838,29.6673379628925,50.117946974847,176520,5.1,2.9,7.3,24.05520361,100
Historical data,Georgia,GEO,Georgia_2015,Asia,Europe & Central Asia,2015,4.121940612792969,4.236342593034107,118,0.700715780258179,-0.472153753042221,0.221943572163582,0.274601668119431,0.26302033662796,52,0.678,0.914,0.858,1,0.662,1,3725276,721997,2483570,519709,-13317,2140097,57.448,65.021,46.3194967213789,79.3,58.9,95.7,100,100,100,9,6,6,96.7086486816406,92.0671615600586,12605.1400698178,12089.1694050447,36.5,1.2,5.5,21.3,4.9,20,56.2,0,14.3,16.4,57.9065861205245,40.8622366288493,4.00357820695098,13.92,18.731,16.51,16.51,36.424,36.87,7.42301464,886.468891204205,3.16487407684326,2.00294589032771,0.200167701073538,0.208710939928799,9399.4,2.52314190948536,34.7978126349115,5.29140883580371,64.466820777808,40.6159159591308,69490,10.5,3.6,18.1,18.48419633,100
Historical data,Ghana,GHA,Ghana_2015,Africa,Sub-Saharan Africa,2015,3.9859161376953125,4.280944789409635,119,-0.210319384932518,-0.0382289066910744,0.123623751103878,0.488428711891174,-0.319261193275452,47,0.745,0.895,0.914,1,0.752,1,28870939,11218820,16746083,906036,-13308,15615136,54.086,66.598,47.5342299452589,21.4,6.7,36.4,74.0002670288086,56.994943197636204,88.4362106323242,11,6,6,54.3196182250977,20.5639705657959,4616.6194141642,5021.78868729592,42.4,8.3,21.2,43.5,25.7,51.9,80.5,14.7,18,32.7,42.689566310302,33.8317049892785,17.1499695007878,6.6,7.019,6.81,6.81,14.283,15.18,4.5429677999999996,228.138698990393,4.4340500831604,0.392914355459172,0.107443281570076,0.0987745145216414,14320.7,0.496024739617925,54.564096422607,19.638821306144,24.9741676250914,34.6332073481586,227540,7.3,1.5,13,60.48227972,100
Historical data,Afghanistan,AFG,Afghanistan_2015,Asia,South Asia,2015,3.9828546047210693,3.916285195430122,120,-1.35423982143402,-2.56262516975403,-1.51520264148712,-1.11755669116974,-1.39618384838104,11,0.376,0.716,0.675,1,0.218,1,33753499,15456438,17485014,812047,-281739,8371880,24.803,19.832,20.2447905876726,27.25,10.9,78.9,71.5,64.5733543829493,92.5,9,6,6,13.1258096694946,9.79236030578613,2108.71417281186,2128.12593822669,35.48,4.36,13.61,40.92,15.62,43.37,82.88,0,0,36.1,13.8720537510231,10.8417502819894,-0.661709164713696,10.11,8.342,8.989,7.91,12.495,9.96,10.10534763,215.725233301209,3.2558000087738,0.994575822723645,0.141304961364912,0.14001604386586,10057.59,0.297971774718822,58.123668031216,11.9053094767183,13.3244919510625,1.85278199408184,652230,4,3.6,4.3,60.59701482,100
Historical data,Ukraine,UKR,Ukraine_2015,Europe,Europe & Central Asia,2015,3.964542865753174,4.155276913722355,121,-1.03894805908203,-1.95953238010406,-0.872506380081177,-0.0867874175310135,-0.553355574607849,27,0.406,0.647,0.646,1,0.367,1,45154036,6848745,31196607,7108684,-21937,31183829,69.061,63.361,48.9197914390895,95.1,88.1,98.6,100,100,100,11,4,7,88.5432205200195,74.3192291259766,11216.1181640625,10164.3271484375,25.5,0,0.2,3.1,0.1,0.9,15,43.1,9,52.2,55.2089367899327,52.5976795082231,48.6998646434423,8.08,10.131,9.14,9.14,22.581,22.36,7.77607775,752.8253834725,5.7425684928894,3.25118076341283,0.397599389412973,0.4387424497903,191067.8,4.23146670654202,71.6532306789345,56.5778798183984,43.1734553775744,16.6704068773844,579290,21.6,6.7,38.9,16.65075046,100
Historical data,Mauritania,MRT,Mauritania_2015,Africa,Sub-Saharan Africa,2015,3.922664165496826,4.1661856395403545,122,-0.93948781490325906,-0.635684847831726,-0.891843855381012,-0.888245820999146,-1.06688117980957,31,0.437,0.785,0.548,1,0.433,1,3946220,1726337,2080004,139879,-3018,2016084,51.089,27.595,33.1239507674387,44.6,18.9,70.8,39.5,0.839577190149534,78.9745559692383,9,6,7,18.3766899108887,7.47353982925415,5151.89987087883,4306.67679890061,32.6,1.6,7.3,26.5,6.5,26.2,66.8,10.3,0,67,47.1516417391617,30.1951447553349,3.25472688117633,12.4,9.265,10.152,9.86,18.57,15.22,3.67363763,158.212036594562,2.82956600189209,2.15557240363879,0.145913557344131,0.174550371978831,2966.5,0.751732037240701,38.5272145144077,0.436596487823809,7.93686666666667,0.329911710488018,1030700,3,2.2,3.9,71.46707421,100
