Metric,Value,mtry,ntree,nodesize,run
N_Obs,141,4,100,7,1
N_Params,27,4,100,7,1
MAE,0.14,4,100,7,2
RMSE,0.21,4,100,7,2
MAE_PctOfMean,2.6,4,100,7,2
RMSE_PctOfMean,3.69,4,100,7,2
MAPE,3.07,4,100,7,2
Adj_R2,95.63,4,100,7,2
MeanActual,5.56,4,100,7,2
MeanPredicted,5.55,4,100,7,2
StDevActual,1.1,4,100,7,2
StDevPredicted,1.04,4,100,7,2
N_Obs,141,4,100,7,2
N_Params,27,4,100,7,2
MAE,0.16,4,100,7,3
RMSE,0.22,4,100,7,3
MAE_PctOfMean,2.85,4,100,7,3
RMSE_PctOfMean,3.91,4,100,7,3
MAPE,3.33,4,100,7,3
Adj_R2,95.11,4,100,7,3
MeanActual,5.56,4,100,7,3
MeanPredicted,5.54,4,100,7,3
StDevActual,1.1,4,100,7,3
StDevPredicted,1.02,4,100,7,3
N_Obs,141,4,100,7,3
N_Params,27,4,100,7,3
MAE,0.15,4,100,7,4
RMSE,0.21,4,100,7,4
MAE_PctOfMean,2.65,4,100,7,4
RMSE_PctOfMean,3.69,4,100,7,4
MAPE,3.1,4,100,7,4
Adj_R2,95.64,4,100,7,4
MeanActual,5.56,4,100,7,4
MeanPredicted,5.55,4,100,7,4
StDevActual,1.1,4,100,7,4
StDevPredicted,1.02,4,100,7,4
N_Obs,141,4,100,7,4
N_Params,27,4,100,7,4
MAE,0.15,4,100,7,5
RMSE,0.2,4,100,7,5
MAE_PctOfMean,2.61,4,100,7,5
RMSE_PctOfMean,3.63,4,100,7,5
MAPE,3.03,4,100,7,5
Adj_R2,95.77,4,100,7,5
MeanActual,5.56,4,100,7,5
MeanPredicted,5.55,4,100,7,5
StDevActual,1.1,4,100,7,5
StDevPredicted,1.04,4,100,7,5
N_Obs,141,4,100,7,5
N_Params,27,4,100,7,5
MAE,0.15,3,100,7,1
RMSE,0.21,3,100,7,1
MAE_PctOfMean,2.77,3,100,7,1
RMSE_PctOfMean,3.83,3,100,7,1
MAPE,3.18,3,100,7,1
Adj_R2,95.31,3,100,7,1
MeanActual,5.56,3,100,7,1
MeanPredicted,5.53,3,100,7,1
StDevActual,1.1,3,100,7,1
StDevPredicted,1.03,3,100,7,1
N_Obs,141,3,100,7,1
N_Params,27,3,100,7,1
MAE,0.16,3,100,7,2
RMSE,0.21,3,100,7,2
MAE_PctOfMean,2.83,3,100,7,2
RMSE_PctOfMean,3.86,3,100,7,2
MAPE,3.28,3,100,7,2
Adj_R2,95.24,3,100,7,2
MeanActual,5.56,3,100,7,2
MeanPredicted,5.54,3,100,7,2
StDevActual,1.1,3,100,7,2
StDevPredicted,1.01,3,100,7,2
N_Obs,141,3,100,7,2
N_Params,27,3,100,7,2
MAE,0.15,3,100,7,3
RMSE,0.21,3,100,7,3
MAE_PctOfMean,2.77,3,100,7,3
RMSE_PctOfMean,3.81,3,100,7,3
MAPE,3.2,3,100,7,3
Adj_R2,95.36,3,100,7,3
MeanActual,5.56,3,100,7,3
MeanPredicted,5.54,3,100,7,3
StDevActual,1.1,3,100,7,3
StDevPredicted,1.02,3,100,7,3
N_Obs,141,3,100,7,3
N_Params,27,3,100,7,3
MAE,0.15,3,100,7,4
RMSE,0.21,3,100,7,4
MAE_PctOfMean,2.69,3,100,7,4
RMSE_PctOfMean,3.82,3,100,7,4
MAPE,3.14,3,100,7,4
Adj_R2,95.32,3,100,7,4
MeanActual,5.56,3,100,7,4
MeanPredicted,5.55,3,100,7,4
StDevActual,1.1,3,100,7,4
StDevPredicted,1.03,3,100,7,4
N_Obs,141,3,100,7,4
N_Params,27,3,100,7,4
MAE,0.14,3,100,7,5
RMSE,0.2,3,100,7,5
MAE_PctOfMean,2.54,3,100,7,5
RMSE_PctOfMean,3.54,3,100,7,5
MAPE,2.93,3,100,7,5
Adj_R2,95.99,3,100,7,5
MeanActual,5.56,3,100,7,5
MeanPredicted,5.54,3,100,7,5
StDevActual,1.1,3,100,7,5
StDevPredicted,1.03,3,100,7,5
N_Obs,141,3,100,7,5
N_Params,27,3,100,7,5
MAE,0.14,14,500,7,1
RMSE,0.2,14,500,7,1
MAE_PctOfMean,2.56,14,500,7,1
RMSE_PctOfMean,3.66,14,500,7,1
MAPE,2.98,14,500,7,1
Adj_R2,95.7,14,500,7,1
MeanActual,5.56,14,500,7,1
MeanPredicted,5.56,14,500,7,1
StDevActual,1.1,14,500,7,1
StDevPredicted,1.05,14,500,7,1
N_Obs,141,14,500,7,1
N_Params,27,14,500,7,1
MAE,0.14,14,500,7,2
RMSE,0.2,14,500,7,2
MAE_PctOfMean,2.5,14,500,7,2
RMSE_PctOfMean,3.58,14,500,7,2
MAPE,2.89,14,500,7,2
Adj_R2,95.89,14,500,7,2
MeanActual,5.56,14,500,7,2
MeanPredicted,5.56,14,500,7,2
StDevActual,1.1,14,500,7,2
StDevPredicted,1.05,14,500,7,2
N_Obs,141,14,500,7,2
N_Params,27,14,500,7,2
MAE,0.14,14,500,7,3
RMSE,0.2,14,500,7,3
MAE_PctOfMean,2.52,14,500,7,3
RMSE_PctOfMean,3.65,14,500,7,3
MAPE,2.94,14,500,7,3
Adj_R2,95.72,14,500,7,3
MeanActual,5.56,14,500,7,3
MeanPredicted,5.56,14,500,7,3
StDevActual,1.1,14,500,7,3
StDevPredicted,1.05,14,500,7,3
N_Obs,141,14,500,7,3
N_Params,27,14,500,7,3
MAE,0.14,14,500,7,4
RMSE,0.21,14,500,7,4
MAE_PctOfMean,2.52,14,500,7,4
RMSE_PctOfMean,3.73,14,500,7,4
MAPE,2.95,14,500,7,4
Adj_R2,95.55,14,500,7,4
MeanActual,5.56,14,500,7,4
MeanPredicted,5.56,14,500,7,4
StDevActual,1.1,14,500,7,4
StDevPredicted,1.05,14,500,7,4
N_Obs,141,14,500,7,4
N_Params,27,14,500,7,4
MAE,0.14,14,500,7,5
RMSE,0.2,14,500,7,5
MAE_PctOfMean,2.5,14,500,7,5
RMSE_PctOfMean,3.63,14,500,7,5
MAPE,2.93,14,500,7,5
Adj_R2,95.79,14,500,7,5
MeanActual,5.56,14,500,7,5
MeanPredicted,5.56,14,500,7,5
StDevActual,1.1,14,500,7,5
StDevPredicted,1.05,14,500,7,5
N_Obs,141,14,500,7,5
N_Params,27,14,500,7,5
MAE,0.14,9,500,7,1
RMSE,0.2,9,500,7,1
MAE_PctOfMean,2.5,9,500,7,1
RMSE_PctOfMean,3.55,9,500,7,1
MAPE,2.93,9,500,7,1
Adj_R2,95.97,9,500,7,1
MeanActual,5.56,9,500,7,1
MeanPredicted,5.56,9,500,7,1
StDevActual,1.1,9,500,7,1
StDevPredicted,1.04,9,500,7,1
N_Obs,141,9,500,7,1
N_Params,27,9,500,7,1
MAE,0.14,9,500,7,2
RMSE,0.2,9,500,7,2
MAE_PctOfMean,2.5,9,500,7,2
RMSE_PctOfMean,3.58,9,500,7,2
MAPE,2.93,9,500,7,2
Adj_R2,95.89,9,500,7,2
MeanActual,5.56,9,500,7,2
MeanPredicted,5.56,9,500,7,2
StDevActual,1.1,9,500,7,2
StDevPredicted,1.05,9,500,7,2
N_Obs,141,9,500,7,2
N_Params,27,9,500,7,2
MAE,0.14,9,500,7,3
RMSE,0.19,9,500,7,3
MAE_PctOfMean,2.49,9,500,7,3
RMSE_PctOfMean,3.5,9,500,7,3
MAPE,2.9,9,500,7,3
Adj_R2,96.08,9,500,7,3
MeanActual,5.56,9,500,7,3
MeanPredicted,5.56,9,500,7,3
StDevActual,1.1,9,500,7,3
StDevPredicted,1.05,9,500,7,3
N_Obs,141,9,500,7,3
N_Params,27,9,500,7,3
MAE,0.14,9,500,7,4
RMSE,0.19,9,500,7,4
MAE_PctOfMean,2.47,9,500,7,4
RMSE_PctOfMean,3.5,9,500,7,4
MAPE,2.87,9,500,7,4
Adj_R2,96.07,9,500,7,4
MeanActual,5.56,9,500,7,4
MeanPredicted,5.55,9,500,7,4
StDevActual,1.1,9,500,7,4
StDevPredicted,1.05,9,500,7,4
N_Obs,141,9,500,7,4
N_Params,27,9,500,7,4
MAE,0.14,9,500,7,5
RMSE,0.19,9,500,7,5
MAE_PctOfMean,2.44,9,500,7,5
RMSE_PctOfMean,3.5,9,500,7,5
MAPE,2.84,9,500,7,5
Adj_R2,96.07,9,500,7,5
MeanActual,5.56,9,500,7,5
MeanPredicted,5.55,9,500,7,5
StDevActual,1.1,9,500,7,5
StDevPredicted,1.05,9,500,7,5
N_Obs,141,9,500,7,5
N_Params,27,9,500,7,5
MAE,0.14,7,500,7,1
RMSE,0.2,7,500,7,1
MAE_PctOfMean,2.5,7,500,7,1
RMSE_PctOfMean,3.52,7,500,7,1
MAPE,2.91,7,500,7,1
Adj_R2,96.03,7,500,7,1
MeanActual,5.56,7,500,7,1
MeanPredicted,5.55,7,500,7,1
StDevActual,1.1,7,500,7,1
StDevPredicted,1.04,7,500,7,1
N_Obs,141,7,500,7,1
N_Params,27,7,500,7,1
MAE,0.14,7,500,7,2
RMSE,0.2,7,500,7,2
MAE_PctOfMean,2.5,7,500,7,2
RMSE_PctOfMean,3.58,7,500,7,2
MAPE,2.92,7,500,7,2
Adj_R2,95.9,7,500,7,2
MeanActual,5.56,7,500,7,2
MeanPredicted,5.55,7,500,7,2
StDevActual,1.1,7,500,7,2
StDevPredicted,1.04,7,500,7,2
N_Obs,141,7,500,7,2
N_Params,27,7,500,7,2
MAE,0.14,7,500,7,3
RMSE,0.2,7,500,7,3
MAE_PctOfMean,2.52,7,500,7,3
RMSE_PctOfMean,3.62,7,500,7,3
MAPE,2.95,7,500,7,3
Adj_R2,95.8,7,500,7,3
MeanActual,5.56,7,500,7,3
MeanPredicted,5.55,7,500,7,3
StDevActual,1.1,7,500,7,3
StDevPredicted,1.04,7,500,7,3
N_Obs,141,7,500,7,3
N_Params,27,7,500,7,3
MAE,0.14,7,500,7,4
RMSE,0.2,7,500,7,4
MAE_PctOfMean,2.51,7,500,7,4
RMSE_PctOfMean,3.6,7,500,7,4
MAPE,2.94,7,500,7,4
Adj_R2,95.85,7,500,7,4
MeanActual,5.56,7,500,7,4
MeanPredicted,5.55,7,500,7,4
StDevActual,1.1,7,500,7,4
StDevPredicted,1.04,7,500,7,4
N_Obs,141,7,500,7,4
N_Params,27,7,500,7,4
MAE,0.14,7,500,7,5
RMSE,0.2,7,500,7,5
MAE_PctOfMean,2.5,7,500,7,5
RMSE_PctOfMean,3.54,7,500,7,5
MAPE,2.92,7,500,7,5
Adj_R2,95.99,7,500,7,5
MeanActual,5.56,7,500,7,5
MeanPredicted,5.55,7,500,7,5
StDevActual,1.1,7,500,7,5
StDevPredicted,1.04,7,500,7,5
N_Obs,141,7,500,7,5
N_Params,27,7,500,7,5
MAE,0.14,5,500,7,1
RMSE,0.2,5,500,7,1
MAE_PctOfMean,2.57,5,500,7,1
RMSE_PctOfMean,3.63,5,500,7,1
MAPE,3.01,5,500,7,1
Adj_R2,95.77,5,500,7,1
MeanActual,5.56,5,500,7,1
MeanPredicted,5.55,5,500,7,1
StDevActual,1.1,5,500,7,1
StDevPredicted,1.04,5,500,7,1
N_Obs,141,5,500,7,1
N_Params,27,5,500,7,1
MAE,0.14,5,500,7,2
RMSE,0.2,5,500,7,2
MAE_PctOfMean,2.53,5,500,7,2
RMSE_PctOfMean,3.62,5,500,7,2
MAPE,2.95,5,500,7,2
Adj_R2,95.81,5,500,7,2
MeanActual,5.56,5,500,7,2
MeanPredicted,5.55,5,500,7,2
StDevActual,1.1,5,500,7,2
StDevPredicted,1.03,5,500,7,2
N_Obs,141,5,500,7,2
N_Params,27,5,500,7,2
MAE,0.14,5,500,7,3
RMSE,0.2,5,500,7,3
MAE_PctOfMean,2.53,5,500,7,3
RMSE_PctOfMean,3.51,5,500,7,3
MAPE,2.93,5,500,7,3
Adj_R2,96.06,5,500,7,3
MeanActual,5.56,5,500,7,3
MeanPredicted,5.55,5,500,7,3
StDevActual,1.1,5,500,7,3
StDevPredicted,1.04,5,500,7,3
N_Obs,141,5,500,7,3
N_Params,27,5,500,7,3
MAE,0.14,5,500,7,4
RMSE,0.2,5,500,7,4
MAE_PctOfMean,2.53,5,500,7,4
RMSE_PctOfMean,3.6,5,500,7,4
MAPE,2.96,5,500,7,4
Adj_R2,95.86,5,500,7,4
MeanActual,5.56,5,500,7,4
MeanPredicted,5.55,5,500,7,4
StDevActual,1.1,5,500,7,4
StDevPredicted,1.04,5,500,7,4
N_Obs,141,5,500,7,4
N_Params,27,5,500,7,4
MAE,0.14,5,500,7,5
RMSE,0.2,5,500,7,5
MAE_PctOfMean,2.58,5,500,7,5
RMSE_PctOfMean,3.65,5,500,7,5
MAPE,3,5,500,7,5
Adj_R2,95.72,5,500,7,5
MeanActual,5.56,5,500,7,5
MeanPredicted,5.55,5,500,7,5
StDevActual,1.1,5,500,7,5
StDevPredicted,1.04,5,500,7,5
N_Obs,141,5,500,7,5
N_Params,27,5,500,7,5
MAE,0.15,4,500,7,1
RMSE,0.2,4,500,7,1
MAE_PctOfMean,2.61,4,500,7,1
RMSE_PctOfMean,3.66,4,500,7,1
MAPE,3.04,4,500,7,1
Adj_R2,95.71,4,500,7,1
MeanActual,5.56,4,500,7,1
MeanPredicted,5.54,4,500,7,1
StDevActual,1.1,4,500,7,1
StDevPredicted,1.03,4,500,7,1
N_Obs,141,4,500,7,1
N_Params,27,4,500,7,1
MAE,0.15,4,500,7,2
RMSE,0.2,4,500,7,2
MAE_PctOfMean,2.63,4,500,7,2
RMSE_PctOfMean,3.66,4,500,7,2
MAPE,3.04,4,500,7,2
Adj_R2,95.72,4,500,7,2
MeanActual,5.56,4,500,7,2
MeanPredicted,5.54,4,500,7,2
StDevActual,1.1,4,500,7,2
StDevPredicted,1.03,4,500,7,2
N_Obs,141,4,500,7,2
N_Params,27,4,500,7,2
MAE,0.15,4,500,7,3
RMSE,0.21,4,500,7,3
MAE_PctOfMean,2.63,4,500,7,3
RMSE_PctOfMean,3.7,4,500,7,3
MAPE,3.07,4,500,7,3
Adj_R2,95.61,4,500,7,3
MeanActual,5.56,4,500,7,3
MeanPredicted,5.54,4,500,7,3
StDevActual,1.1,4,500,7,3
StDevPredicted,1.03,4,500,7,3
N_Obs,141,4,500,7,3
N_Params,27,4,500,7,3
MAE,0.15,4,500,7,4
RMSE,0.2,4,500,7,4
MAE_PctOfMean,2.62,4,500,7,4
RMSE_PctOfMean,3.66,4,500,7,4
MAPE,3.06,4,500,7,4
Adj_R2,95.72,4,500,7,4
MeanActual,5.56,4,500,7,4
MeanPredicted,5.54,4,500,7,4
StDevActual,1.1,4,500,7,4
StDevPredicted,1.03,4,500,7,4
N_Obs,141,4,500,7,4
N_Params,27,4,500,7,4
MAE,0.15,4,500,7,5
RMSE,0.2,4,500,7,5
MAE_PctOfMean,2.63,4,500,7,5
RMSE_PctOfMean,3.65,4,500,7,5
MAPE,3.06,4,500,7,5
Adj_R2,95.73,4,500,7,5
MeanActual,5.56,4,500,7,5
MeanPredicted,5.55,4,500,7,5
StDevActual,1.1,4,500,7,5
StDevPredicted,1.03,4,500,7,5
N_Obs,141,4,500,7,5
N_Params,27,4,500,7,5
MAE,0.15,4,500,7,1
RMSE,0.21,4,500,7,1
MAE_PctOfMean,2.67,4,500,7,1
RMSE_PctOfMean,3.75,4,500,7,1
MAPE,3.11,4,500,7,1
Adj_R2,95.49,4,500,7,1
MeanActual,5.56,4,500,7,1
MeanPredicted,5.54,4,500,7,1
StDevActual,1.1,4,500,7,1
StDevPredicted,1.03,4,500,7,1
N_Obs,141,4,500,7,1
N_Params,27,4,500,7,1
MAE,0.14,4,500,7,2
RMSE,0.2,4,500,7,2
MAE_PctOfMean,2.58,4,500,7,2
RMSE_PctOfMean,3.66,4,500,7,2
MAPE,3.01,4,500,7,2
Adj_R2,95.7,4,500,7,2
MeanActual,5.56,4,500,7,2
MeanPredicted,5.55,4,500,7,2
StDevActual,1.1,4,500,7,2
StDevPredicted,1.03,4,500,7,2
N_Obs,141,4,500,7,2
N_Params,27,4,500,7,2
MAE,0.15,4,500,7,3
RMSE,0.2,4,500,7,3
MAE_PctOfMean,2.65,4,500,7,3
RMSE_PctOfMean,3.68,4,500,7,3
MAPE,3.09,4,500,7,3
Adj_R2,95.67,4,500,7,3
MeanActual,5.56,4,500,7,3
MeanPredicted,5.54,4,500,7,3
StDevActual,1.1,4,500,7,3
StDevPredicted,1.03,4,500,7,3
N_Obs,141,4,500,7,3
N_Params,27,4,500,7,3
MAE,0.15,4,500,7,4
RMSE,0.21,4,500,7,4
MAE_PctOfMean,2.67,4,500,7,4
RMSE_PctOfMean,3.73,4,500,7,4
MAPE,3.11,4,500,7,4
Adj_R2,95.54,4,500,7,4
MeanActual,5.56,4,500,7,4
MeanPredicted,5.54,4,500,7,4
StDevActual,1.1,4,500,7,4
StDevPredicted,1.03,4,500,7,4
N_Obs,141,4,500,7,4
N_Params,27,4,500,7,4
MAE,0.14,4,500,7,5
RMSE,0.2,4,500,7,5
MAE_PctOfMean,2.57,4,500,7,5
RMSE_PctOfMean,3.62,4,500,7,5
MAPE,3.01,4,500,7,5
Adj_R2,95.8,4,500,7,5
MeanActual,5.56,4,500,7,5
MeanPredicted,5.55,4,500,7,5
StDevActual,1.1,4,500,7,5
StDevPredicted,1.03,4,500,7,5
N_Obs,141,4,500,7,5
N_Params,27,4,500,7,5
MAE,0.15,3,500,7,1
RMSE,0.21,3,500,7,1
MAE_PctOfMean,2.77,3,500,7,1
RMSE_PctOfMean,3.81,3,500,7,1
MAPE,3.22,3,500,7,1
Adj_R2,95.35,3,500,7,1
MeanActual,5.56,3,500,7,1
MeanPredicted,5.54,3,500,7,1
StDevActual,1.1,3,500,7,1
StDevPredicted,1.02,3,500,7,1
N_Obs,141,3,500,7,1
N_Params,27,3,500,7,1
MAE,0.16,3,500,7,2
RMSE,0.21,3,500,7,2
MAE_PctOfMean,2.81,3,500,7,2
RMSE_PctOfMean,3.83,3,500,7,2
MAPE,3.25,3,500,7,2
Adj_R2,95.3,3,500,7,2
MeanActual,5.56,3,500,7,2
MeanPredicted,5.54,3,500,7,2
StDevActual,1.1,3,500,7,2
StDevPredicted,1.02,3,500,7,2
N_Obs,141,3,500,7,2
N_Params,27,3,500,7,2
MAE,0.15,3,500,7,3
RMSE,0.21,3,500,7,3
MAE_PctOfMean,2.71,3,500,7,3
RMSE_PctOfMean,3.73,3,500,7,3
MAPE,3.16,3,500,7,3
Adj_R2,95.54,3,500,7,3
MeanActual,5.56,3,500,7,3
MeanPredicted,5.54,3,500,7,3
StDevActual,1.1,3,500,7,3
StDevPredicted,1.02,3,500,7,3
N_Obs,141,3,500,7,3
N_Params,27,3,500,7,3
MAE,0.16,3,500,7,4
RMSE,0.21,3,500,7,4
MAE_PctOfMean,2.79,3,500,7,4
RMSE_PctOfMean,3.84,3,500,7,4
MAPE,3.24,3,500,7,4
Adj_R2,95.27,3,500,7,4
MeanActual,5.56,3,500,7,4
MeanPredicted,5.53,3,500,7,4
StDevActual,1.1,3,500,7,4
StDevPredicted,1.02,3,500,7,4
N_Obs,141,3,500,7,4
N_Params,27,3,500,7,4
MAE,0.15,3,500,7,5
RMSE,0.21,3,500,7,5
MAE_PctOfMean,2.77,3,500,7,5
RMSE_PctOfMean,3.77,3,500,7,5
MAPE,3.22,3,500,7,5
Adj_R2,95.44,3,500,7,5
MeanActual,5.56,3,500,7,5
MeanPredicted,5.54,3,500,7,5
StDevActual,1.1,3,500,7,5
StDevPredicted,1.02,3,500,7,5
N_Obs,141,3,500,7,5
N_Params,27,3,500,7,5
MAE,0.14,14,1000,7,1
RMSE,0.2,14,1000,7,1
MAE_PctOfMean,2.51,14,1000,7,1
RMSE_PctOfMean,3.62,14,1000,7,1
MAPE,2.93,14,1000,7,1
Adj_R2,95.81,14,1000,7,1
MeanActual,5.56,14,1000,7,1
MeanPredicted,5.56,14,1000,7,1
StDevActual,1.1,14,1000,7,1
StDevPredicted,1.05,14,1000,7,1
N_Obs,141,14,1000,7,1
N_Params,27,14,1000,7,1
MAE,0.14,14,1000,7,2
RMSE,0.2,14,1000,7,2
MAE_PctOfMean,2.51,14,1000,7,2
RMSE_PctOfMean,3.63,14,1000,7,2
MAPE,2.93,14,1000,7,2
Adj_R2,95.78,14,1000,7,2
MeanActual,5.56,14,1000,7,2
MeanPredicted,5.56,14,1000,7,2
StDevActual,1.1,14,1000,7,2
StDevPredicted,1.05,14,1000,7,2
N_Obs,141,14,1000,7,2
N_Params,27,14,1000,7,2
MAE,0.14,14,1000,7,3
RMSE,0.2,14,1000,7,3
MAE_PctOfMean,2.52,14,1000,7,3
RMSE_PctOfMean,3.64,14,1000,7,3
MAPE,2.95,14,1000,7,3
Adj_R2,95.77,14,1000,7,3
MeanActual,5.56,14,1000,7,3
MeanPredicted,5.56,14,1000,7,3
StDevActual,1.1,14,1000,7,3
StDevPredicted,1.05,14,1000,7,3
N_Obs,141,14,1000,7,3
N_Params,27,14,1000,7,3
MAE,0.14,14,1000,7,4
RMSE,0.2,14,1000,7,4
MAE_PctOfMean,2.5,14,1000,7,4
RMSE_PctOfMean,3.65,14,1000,7,4
MAPE,2.92,14,1000,7,4
Adj_R2,95.73,14,1000,7,4
MeanActual,5.56,14,1000,7,4
MeanPredicted,5.56,14,1000,7,4
StDevActual,1.1,14,1000,7,4
StDevPredicted,1.05,14,1000,7,4
N_Obs,141,14,1000,7,4
N_Params,27,14,1000,7,4
MAE,0.14,14,1000,7,5
RMSE,0.2,14,1000,7,5
MAE_PctOfMean,2.51,14,1000,7,5
RMSE_PctOfMean,3.6,14,1000,7,5
MAPE,2.93,14,1000,7,5
Adj_R2,95.84,14,1000,7,5
MeanActual,5.56,14,1000,7,5
MeanPredicted,5.56,14,1000,7,5
StDevActual,1.1,14,1000,7,5
StDevPredicted,1.05,14,1000,7,5
N_Obs,141,14,1000,7,5
N_Params,27,14,1000,7,5
MAE,0.14,9,1000,7,1
RMSE,0.2,9,1000,7,1
MAE_PctOfMean,2.52,9,1000,7,1
RMSE_PctOfMean,3.61,9,1000,7,1
MAPE,2.95,9,1000,7,1
Adj_R2,95.82,9,1000,7,1
MeanActual,5.56,9,1000,7,1
MeanPredicted,5.55,9,1000,7,1
StDevActual,1.1,9,1000,7,1
StDevPredicted,1.05,9,1000,7,1
N_Obs,141,9,1000,7,1
N_Params,27,9,1000,7,1
MAE,0.14,9,1000,7,2
RMSE,0.19,9,1000,7,2
MAE_PctOfMean,2.45,9,1000,7,2
RMSE_PctOfMean,3.5,9,1000,7,2
MAPE,2.87,9,1000,7,2
Adj_R2,96.07,9,1000,7,2
MeanActual,5.56,9,1000,7,2
MeanPredicted,5.56,9,1000,7,2
StDevActual,1.1,9,1000,7,2
StDevPredicted,1.05,9,1000,7,2
N_Obs,141,9,1000,7,2
N_Params,27,9,1000,7,2
MAE,0.14,9,1000,7,3
RMSE,0.2,9,1000,7,3
MAE_PctOfMean,2.48,9,1000,7,3
RMSE_PctOfMean,3.54,9,1000,7,3
MAPE,2.89,9,1000,7,3
Adj_R2,96,9,1000,7,3
MeanActual,5.56,9,1000,7,3
MeanPredicted,5.56,9,1000,7,3
StDevActual,1.1,9,1000,7,3
StDevPredicted,1.05,9,1000,7,3
N_Obs,141,9,1000,7,3
N_Params,27,9,1000,7,3
MAE,0.14,9,1000,7,4
RMSE,0.2,9,1000,7,4
MAE_PctOfMean,2.45,9,1000,7,4
RMSE_PctOfMean,3.53,9,1000,7,4
MAPE,2.87,9,1000,7,4
Adj_R2,96.01,9,1000,7,4
MeanActual,5.56,9,1000,7,4
MeanPredicted,5.55,9,1000,7,4
StDevActual,1.1,9,1000,7,4
StDevPredicted,1.05,9,1000,7,4
N_Obs,141,9,1000,7,4
N_Params,27,9,1000,7,4
MAE,0.14,9,1000,7,5
RMSE,0.2,9,1000,7,5
MAE_PctOfMean,2.47,9,1000,7,5
RMSE_PctOfMean,3.54,9,1000,7,5
MAPE,2.89,9,1000,7,5
Adj_R2,95.98,9,1000,7,5
MeanActual,5.56,9,1000,7,5
MeanPredicted,5.56,9,1000,7,5
StDevActual,1.1,9,1000,7,5
StDevPredicted,1.05,9,1000,7,5
N_Obs,141,9,1000,7,5
N_Params,27,9,1000,7,5
MAE,0.14,7,1000,7,1
RMSE,0.2,7,1000,7,1
MAE_PctOfMean,2.48,7,1000,7,1
RMSE_PctOfMean,3.53,7,1000,7,1
MAPE,2.91,7,1000,7,1
Adj_R2,96.01,7,1000,7,1
MeanActual,5.56,7,1000,7,1
MeanPredicted,5.56,7,1000,7,1
StDevActual,1.1,7,1000,7,1
StDevPredicted,1.04,7,1000,7,1
N_Obs,141,7,1000,7,1
N_Params,27,7,1000,7,1
MAE,0.14,7,1000,7,2
RMSE,0.2,7,1000,7,2
MAE_PctOfMean,2.5,7,1000,7,2
RMSE_PctOfMean,3.54,7,1000,7,2
MAPE,2.92,7,1000,7,2
Adj_R2,95.99,7,1000,7,2
MeanActual,5.56,7,1000,7,2
MeanPredicted,5.55,7,1000,7,2
StDevActual,1.1,7,1000,7,2
StDevPredicted,1.04,7,1000,7,2
N_Obs,141,7,1000,7,2
N_Params,27,7,1000,7,2
MAE,0.14,7,1000,7,3
RMSE,0.2,7,1000,7,3
MAE_PctOfMean,2.49,7,1000,7,3
RMSE_PctOfMean,3.56,7,1000,7,3
MAPE,2.91,7,1000,7,3
Adj_R2,95.94,7,1000,7,3
MeanActual,5.56,7,1000,7,3
MeanPredicted,5.55,7,1000,7,3
StDevActual,1.1,7,1000,7,3
StDevPredicted,1.04,7,1000,7,3
N_Obs,141,7,1000,7,3
N_Params,27,7,1000,7,3
MAE,0.14,7,1000,7,4
RMSE,0.2,7,1000,7,4
MAE_PctOfMean,2.49,7,1000,7,4
RMSE_PctOfMean,3.55,7,1000,7,4
MAPE,2.92,7,1000,7,4
Adj_R2,95.96,7,1000,7,4
MeanActual,5.56,7,1000,7,4
MeanPredicted,5.55,7,1000,7,4
StDevActual,1.1,7,1000,7,4
StDevPredicted,1.04,7,1000,7,4
N_Obs,141,7,1000,7,4
N_Params,27,7,1000,7,4
MAE,0.14,7,1000,7,5
RMSE,0.2,7,1000,7,5
MAE_PctOfMean,2.47,7,1000,7,5
RMSE_PctOfMean,3.51,7,1000,7,5
MAPE,2.88,7,1000,7,5
Adj_R2,96.06,7,1000,7,5
MeanActual,5.56,7,1000,7,5
MeanPredicted,5.55,7,1000,7,5
StDevActual,1.1,7,1000,7,5
StDevPredicted,1.04,7,1000,7,5
N_Obs,141,7,1000,7,5
N_Params,27,7,1000,7,5
MAE,0.14,5,1000,7,1
RMSE,0.2,5,1000,7,1
MAE_PctOfMean,2.55,5,1000,7,1
RMSE_PctOfMean,3.61,5,1000,7,1
MAPE,2.98,5,1000,7,1
Adj_R2,95.82,5,1000,7,1
MeanActual,5.56,5,1000,7,1
MeanPredicted,5.55,5,1000,7,1
StDevActual,1.1,5,1000,7,1
StDevPredicted,1.03,5,1000,7,1
N_Obs,141,5,1000,7,1
N_Params,27,5,1000,7,1
MAE,0.14,5,1000,7,2
RMSE,0.2,5,1000,7,2
MAE_PctOfMean,2.57,5,1000,7,2
RMSE_PctOfMean,3.66,5,1000,7,2
MAPE,3.02,5,1000,7,2
Adj_R2,95.71,5,1000,7,2
MeanActual,5.56,5,1000,7,2
MeanPredicted,5.55,5,1000,7,2
StDevActual,1.1,5,1000,7,2
StDevPredicted,1.04,5,1000,7,2
N_Obs,141,5,1000,7,2
N_Params,27,5,1000,7,2
MAE,0.14,5,1000,7,3
RMSE,0.2,5,1000,7,3
MAE_PctOfMean,2.56,5,1000,7,3
RMSE_PctOfMean,3.57,5,1000,7,3
MAPE,2.98,5,1000,7,3
Adj_R2,95.92,5,1000,7,3
MeanActual,5.56,5,1000,7,3
